"","Brand","ItemDescription"
"23099","Route 99","take out/away containers"
"23100","Route 99","take out/away containers"
"23101","Route 99","take out/away containers"
"23102","Route 99","take out/away containers"
"23103","Route 99","take out/away containers"
"23104","Route 99","take out/away containers"
"23105","Route 99","take out/away containers"
"23106","Dannon","Plastic bottle"
"23107","Dannon","Plastic bottle"
"23108","Dannon","Plastic bottle"
"23109","Panda Express","Plastic wrappers"
"23110","Panda Express","Plastic wrappers"
"23111","Panda Express","Plastic wrappers"
"23112","Panda Express","Plastic wrappers"
"23113","Panda Express","Plastic wrappers"
"23114","Panda Express","Plastic wrappers"
"23115","Panda Express","Plastic wrappers"
"23116","Panda Express","Plastic wrappers"
"23117","Panda Express","Plastic wrappers"
"23118","Panda Express","Plastic wrappers"
"23119","Panda Express","Plastic wrappers"
"23120","Panda Express","Plastic wrappers"
"23121","Panda Express","Plastic wrappers"
"23122","Panda Express","Plastic wrappers"
"23123","Panda Express","Plastic wrappers"
"23124","Panda Express","Plastic wrappers"
"23125","Panda Express","Plastic wrappers"
"23126","Panda Express","Plastic wrappers"
"23127","Panda Express","Plastic wrappers"
"23128","Panda Express","Plastic wrappers"
"23129","Panda Express","Plastic wrappers"
"23130","Panda Express","Plastic wrappers"
"23131","Panda Express","Plastic wrappers"
"23132","Panda Express","Plastic wrappers"
"23133","Panda Express","Plastic wrappers"
"23134","Panda Express","Plastic wrappers"
"23135","Panda Express","Plastic wrappers"
"23136","Panda Express","Plastic wrappers"
"23137","Panda Express","Plastic wrappers"
"23138","Panda Express","Plastic wrappers"
"23139","Panda Express","Plastic wrappers"
"23140","Panda Express","Plastic wrappers"
"23141","Panda Express","Plastic wrappers"
"23142","Panda Express","Plastic wrappers"
"23143","Panda Express","Plastic wrappers"
"23144","Panda Express","Plastic wrappers"
"23145","Panda Express","Plastic wrappers"
"23146","Panda Express","Plastic wrappers"
"23147","Panda Express","Plastic wrappers"
"23148","Panda Express","Plastic wrappers"
"23149","Panda Express","Plastic wrappers"
"23150","Panda Express","Plastic wrappers"
"23151","Panda Express","Plastic wrappers"
"23152","Panda Express","Plastic wrappers"
"23153","Panda Express","Plastic wrappers"
"23154","Panda Express","Plastic wrappers"
"23155","Panda Express","Plastic wrappers"
"23156","Panda Express","Plastic wrappers"
"23157","Panda Express","Plastic wrappers"
"23158","Panda Express","Plastic wrappers"
"23159","Panda Express","Plastic wrappers"
"23160","Panda Express","Plastic wrappers"
"23161","Panda Express","Plastic wrappers"
"23162","Panda Express","Plastic wrappers"
"23163","Panda Express","Plastic wrappers"
"23164","Panda Express","Plastic wrappers"
"23165","Panda Express","Plastic wrappers"
"23166","Panda Express","Plastic wrappers"
"23167","Panda Express","Plastic wrappers"
"23168","Panda Express","Plastic wrappers"
"23169","Panda Express","Plastic wrappers"
"23170","Panda Express","Plastic wrappers"
"23171","Panda Express","Plastic wrappers"
"23172","Unknown","Plastic wrappers"
"23173","Panda Express","Plastic wrappers"
"23174","Panda Express","Plastic wrappers"
"23175","Panda Express","Plastic wrappers"
"23176","Panda Express","Plastic wrappers"
"23177","Panda Express","Plastic wrappers"
"23178","Panda Express","Plastic wrappers"
"23179","Panda Express","Plastic wrappers"
"23180","Panda Express","Plastic wrappers"
"23181","Panda Express","Plastic wrappers"
"23182","Panda Express","Plastic wrappers"
"23183","Panda Express","Plastic wrappers"
"23184","Panda Express","Plastic wrappers"
"23185","Panda Express","Plastic wrappers"
"23186","Panda Express","Plastic wrappers"
"23187","Panda Express","Plastic wrappers"
"23188","Panda Express","Plastic wrappers"
"23189","Panda Express","Plastic wrappers"
"23190","Lays","Plastic wrappers"
"23191","Lays","Plastic wrappers"
"23192","Jack in the Box","Plastic wrappers"
"23193","Jack in the Box","Plastic wrappers"
"23194","Nestle","Plastic wrappers"
"23195","Nestle","Plastic wrappers"
"23196","Nestle","Plastic wrappers"
"23197","Coca-Cola","Plastic wrappers"
"23198","Coca-Cola","Plastic wrappers"
"23199","Alta dela","Plastic wrappers"
"23200","Coca-Cola","Plastic wrappers"
"23201","Coca-Cola","Plastic wrappers"
"23202","Coca-Cola","Plastic wrappers"
"23203","Coca-Cola","Plastic wrappers"
"23204","Coca-Cola","Plastic wrappers"
"23205","Coca-Cola","Plastic wrappers"
"23206","Coca-Cola","Plastic wrappers"
"23207","Coca-Cola","Plastic wrappers"
"23208","Coca-Cola","Plastic wrappers"
"23209","Coca-Cola","Plastic wrappers"
"23210","Coca-Cola","Plastic wrappers"
"23211","Coca-Cola","Plastic wrappers"
"23212","Coca-Cola","Plastic wrappers"
"23213","Coca-Cola","Plastic wrappers"
"23214","Coca-Cola","Plastic wrappers"
"23215","Coca-Cola","Plastic wrappers"
"23216","Coca-Cola","Plastic wrappers"
"23217","Coca-Cola","Plastic wrappers"
"23218","Coca-Cola","Plastic wrappers"
"23219","Coca-Cola","Plastic wrappers"
"23220","Coca-Cola","Plastic wrappers"
"23221","Coca-Cola","Plastic wrappers"
"23222","Coca-Cola","Plastic wrappers"
"23223","Coca-Cola","Plastic wrappers"
"23224","Coca-Cola","Plastic wrappers"
"23225","Coca-Cola","Plastic wrappers"
"23226","Coca-Cola","Plastic wrappers"
"23227","Coca-Cola","Plastic wrappers"
"23228","Coca-Cola","Plastic wrappers"
"23229","Coca-Cola","Plastic wrappers"
"23230","Coca-Cola","Plastic wrappers"
"23231","Coca-Cola","Plastic wrappers"
"23232","First street","Plastic wrappers"
"23233","First Street","Plastic wrappers"
"23234","Chickfila","take out/away containers"
"23235","Unknown","Cups"
"23236","Rhino69","boxes"
"23237","Jack in the Box","lids"
"23238","McDonalds","take out/away containers"
"23239","Tosi","Plastic wrappers"
"23240","Sylvania","containers (non-food)"
"23241","Home storage plus","buckets, baskets and crates"
"23242","wrigley's","Plastic wrappers"
"23243","Extra mile","Cups"
"23244","Parrot","Plastic wrappers"
"23245","Extra mile","Cups"
"23246","McDonalds","Cups"
"23247","Nature Valley","Plastic wrappers"
"23248","Guerro","Plastic wrappers"
"23249","Tina's","Plastic wrappers"
"23250","Panda Express","Plastic wrappers"
"23251","Gigante","Plastic wrappers"
"23252","Panda Express","Plastic wrappers"
"23253","Home depot","Plastic Bags"
"23254","Panda Express","Plastic wrappers"
"23255","Panda Express","Plastic wrappers"
"23256","Pacifico","Plastic wrappers"
"23257","Solo","Plastic wrappers"
"23258","Ritz","Plastic wrappers"
"23259","Trader joes","Plastic wrappers"
"23260","Panda Express","Plastic wrappers"
"23261","Panda Express","Plastic wrappers"
"23262","Panda Express","Plastic wrappers"
"23263","Ampm","Cups"
"23264","7-Eleven","Cups"
"23265","Sangria","Plastic wrappers"
"23266","Up & up","Plastic wrappers"
"23267","Ross","Plastic Bags"
"23268","7-Eleven","Cups"
"23269","Nature Valley","Plastic wrappers"
"23270","7-Eleven","Cups"
"23271","Superkings","Plastic Bags"
"23272","Danimals","Cups"
"23273","Danimals","Cups"
"23274","Route 66","Cups"
"23275","Bakenets","Plastic wrappers"
"23276","Panda Express","Plastic wrappers"
"23277","Panda Express","Plastic wrappers"
"23278","Trader joes","Plastic wrappers"
"23279","Hot off the grill","Plastic wrappers"
"23280","Cheezit","Plastic wrappers"
"23281","Panda Express","Plastic wrappers"
"23282","Panda Express","Plastic wrappers"
"23283","Panda Express","Plastic wrappers"
"23284","Hi Chew","Plastic wrappers"
"23285","Panda Express","Plastic wrappers"
"23286","Vons","Plastic wrappers"
"23287","Crystal Geyser","Plastic wrappers"
"23288","Popweaver","Plastic wrappers"
"23289","Bic","Cigarette Lighters"
"23290","Rfgf foods","Plastic wrappers"
"23291","marlboro","Cigarette Butts"
"23292","Jackpot","tobacco packaging/wrap"
"23293","Adidas","shoes"
"23294","Plackers","toothpicks, floss"
"23295","Time","Cigarette Butts"
"23296","marlboro","Cigarette Butts"
"23297","McDonalds","Plastic wrappers"
"23298","Marlboro","Cigarette Packaging"
"23299","Marlboro","Cigarette Packaging"
"23300","Marlboro","Cigarette Packaging"
"23301","Unknown","reading materials"
"23302","Unknown","reading materials"
"23303","Unknown","reading materials"
"23304","Unknown","miscellaneous fragment"
"23305","Unknown","miscellaneous fragment"
"23306","Unknown","miscellaneous fragment"
"23307","Unknown","miscellaneous fragment"
"23308","Unknown","miscellaneous fragment"
"23309","Unknown","miscellaneous fragment"
"23310","Unknown","miscellaneous fragment"
"23311","Unknown","miscellaneous fragment"
"23312","Unknown","miscellaneous fragment"
"23313","7-Eleven","Cups"
"23314","7-Eleven","Cups"
"23315","Unknown","Other Bottles"
"23316","Unknown","Other Bottles"
"23317","Panda Express","Plastic wrappers"
"23318","Panda Express","Plastic wrappers"
"23319","Panda Express","Plastic wrappers"
"23320","Panda Express","Plastic wrappers"
"23321","Panda Express","Plastic wrappers"
"23322","Panda Express","Plastic wrappers"
"23323","Panda Express","Plastic wrappers"
"23324","Panda Express","Plastic wrappers"
"23325","Unknown","miscellaneous fragment"
"23326","Unknown","miscellaneous fragment"
"23327","Unknown","miscellaneous fragment"
"23328","Unknown","Plastic Bags"
"23329","Unknown","Plastic Bags"
"23330","Unknown","Plastic Bags"
"23331","Unknown","Plastic Bags"
"23332","Unknown","take out/away containers"
"23333","Unknown","take out/away containers"
"23334","Unknown","take out/away containers"
"23335","Unknown","take out/away containers"
"23336","Unknown","take out/away containers"
"23337","Unknown","Other Bottles"
"23338","KFC","Cups"
"23339","7-Eleven","Cups"
"23340","Unknown","miscellaneous fragment"
"23341","Unknown","miscellaneous fragment"
"23342","KFC","Plastic Bags"
"23343","Unknown","plastic film"
"23344","Unknown","miscellaneous fragment"
"23345","Unknown","miscellaneous fragment"
"23346","Unknown","miscellaneous fragment"
"23347","Unknown","miscellaneous fragment"
"23348","Unknown","miscellaneous fragment"
"23349","Unknown","miscellaneous fragment"
"23350","Unknown","miscellaneous fragment"
"23351","Unknown","miscellaneous fragment"
"23352","Unknown","miscellaneous fragment"
"23353","Unknown","boxes"
"23354","Unknown","textiles, clothes, sheeting, gloves"
"23355","zig zag","Sachets"
"23356","Fork","miscellaneous fragment"
"23357","Fritos","Plastic wrappers"
"23358","Kellogg","Plastic wrappers"
"23359","boiling point","Cups"
"23360","Solo","miscellaneous fragment"
"23361","Solo","miscellaneous fragment"
"23362","Solo","Cups"
"23363","petco","miscellaneous fragment"
"23364","Unknown","textiles, clothes, sheeting, gloves"
"23365","McDonalds","Cups"
"23366","Sharpie","stationary, pens, pen caps"
"23367","Capri Sun","Other Bottles"
"23368","Unknown","forks, knives, spoons"
"23369","Unknown","cotton swabs"
"23370","Nutter Butter","Plastic wrappers"
"23371","hot cheeto","Plastic wrappers"
"23372","del taco","Cups"
"23373","Solo","lids"
"23374","Heinz","Plastic Bags"
"23375","Kraft","Plastic wrappers"
"23376","Welch's","Plastic wrappers"
"23377","Fritos","Plastic wrappers"
"23378","Natural Light","Plastic bottle"
"23379","Solo","Cups"
"23380","Solo","Cups"
"23381","Solo","Cups"
"23382","Solo","Cups"
"23383","Yogurt land","forks, knives, spoons"
"23384","Visa","miscellaneous fragment"
"23385","Solo","forks, knives, spoons"
"23386","Solo","forks, knives, spoons"
"23387","Unknown","containers (non-food)"
"23388","Solo","Cups"
"23389","Solo","Cups"
"23390","Unknown","bottle caps and rings"
"23391","Unknown","bottle caps and rings"
"23392","Unknown","miscellaneous fragment"
"23393","Unknown","pellets"
"23394","Solo","Cups"
"23395","Unknown","take out/away containers"
"23396","Gatorade","Other Bottles"
"23397","Unknown","lids"
"23398","NescafÃ©","lids"
"23399","Penzoil","oil containers"
"23400","Lucky Super Soft","detergents, cleansers, bleach"
"23401","McCormick","lids"
"23402","Trader Joeâ€™s","take out/away containers"
"23403","Clorox","detergents, cleansers, bleach"
"23404","Lakeside","Other Bottles"
"23405","Kool Aid","Plastic bottle"
"23406","Pall Mall","Cigarette Packaging"
"23407","Jack in the Box","lids"
"23408","Skull candy","plastic film"
"23409","Shell","reading materials"
"23410","Camel","Cigarette Packaging"
"23411","Pom Pom","tobacco packaging/wrap"
"23412","McDonalds","take out/away containers"
"23413","Amerifoods","take out/away containers"
"23414","Ricola","Plastic wrappers"
"23415","Sabritas","Plastic wrappers"
"23416","Gerber","Plastic wrappers"
"23417","Marlboro","Cigarette Packaging"
"23418","Gamesa","Plastic wrappers"
"23419","Maruchan","Cups"
"23420","Capri Sun","Plastic bottle"
"23421","Marinela","Plastic wrappers"
"23422","Sweet'N Low","Plastic wrappers"
"23423","Sweet'N Low","Plastic wrappers"
"23424","Niagara","Plastic bottle"
"23425","Solo","lids"
"23426","Unknown","Cigarette Butts"
"23427","11-Jul","lids"
"23428","mcdonalds","Plastic straw"
"23429","Noosa","Cups"
"23430","11-Jul","Plastic straw"
"23431","Bicycle","miscellaneous fragment"
"23432","Bicycle","miscellaneous fragment"
"23433","Bicycle","miscellaneous fragment"
"23434","Unknown","Cigarette Butts"
"23435","Unknown","Cigarette Butts"
"23436","Unknown","Cigarette Butts"
"23437","McDonalds","Cups"
"23438","Carlâ€™s Jr.","Cups"
"23439","Unknown","Cups"
"23440","Total","toothbrush"
"23441","Unknown","Cigarette Butts"
"23442","Unknown","Cigarette Butts"
"23443","McDonalds","Plastic wrappers"
"23444","Camel","Cigarette Packaging"
"23445","mcdonalds","Plastic straw"
"23446","camel","Cigarette Butts"
"23447","Unknown","Cigarette Butts"
"23448","Unknown","Cigarette Butts"
"23449","Unknown","Cigarette Butts"
"23450","Cambels","Other Bottles"
"23451","Jack in the Box","lids"
"23452","Capri Sun","Plastic wrappers"
"23453","Yum yum","Cups"
"23454","marlboro","Cigarette Butts"
"23455","marlboro","Cigarette Butts"
"23456","parliament","Cigarette Butts"
"23457","marlboro","Cigarette Butts"
"23458","marlboro","Cigarette Butts"
"23459","Winston","Cigarette Butts"
"23460","marlboro","Cigarette Butts"
"23461","Unknown","Cigarette Butts"
"23462","Unknown","Cigarette Butts"
"23463","Unknown","Cigarette Butts"
"23464","Unknown","Cigarette Butts"
"23465","marlboro","Cigarette Butts"
"23466","Starbucks","lids"
"23467","Starbucks","Cups"
"23468","McDonalds","Cups"
"23469","McDonalds","Cups"
"23470","McDonalds","Cups"
"23471","Hilshire","take out/away containers"
"23472","Marlboro","Cigarette Packaging"
"23473","Unknown","Cigarette Butts"
"23474","Unknown","Cigarette Butts"
"23475","Unknown","Cigarette Butts"
"23476","Unknown","Cigarette Butts"
"23477","Unknown","Cigarette Butts"
"23478","Unknown","Cigarette Butts"
"23479","Unknown","Cigarette Butts"
"23480","Unknown","Cigarette Butts"
"23481","Unknown","Cigarette Butts"
"23482","Cheez-It","Plastic wrappers"
"23483","Quaker","Plastic wrappers"
"23484","Blue bunny","Plastic wrappers"
"23485","Lucas","Plastic wrappers"
"23486","marlboro","Cigarette Butts"
"23487","Unknown","lids"
"23488","Unknown","Cigarette Butts"
"23489","Unknown","Cigarette Butts"
"23490","Unknown","lids"
"23491","Unknown","miscellaneous fragment"
"23492","Unknown","miscellaneous fragment"
"23493","Unknown","miscellaneous fragment"
"23494","Unknown","miscellaneous fragment"
"23495","Unknown","miscellaneous fragment"
"23496","Unknown","take out/away containers"
"23497","Unknown","miscellaneous fragment"
"23498","Unknown","miscellaneous fragment"
